fact_id,fact_class,normal_nll,knockout_nll,delta_knockout_minus_normal,normal_em,knockout_em
fact_000000,negative_control,12.135162353515625,12.156927108764648,0.021764755249023438,0,0
fact_000001,negative_control,11.841867446899414,11.827341079711914,-0.0145263671875,0,0
fact_000002,negative_control,10.821788787841797,10.821640014648438,-0.000148773193359375,0,0
fact_000003,negative_control,10.329734802246094,10.319351196289062,-0.01038360595703125,0,0
fact_000004,negative_control,13.898832321166992,13.770214080810547,-0.1286182403564453,0,0
fact_000005,negative_control,11.999900817871094,11.983648300170898,-0.016252517700195312,0,0
fact_000006,negative_control,11.194612503051758,11.21751594543457,0.0229034423828125,0,0
fact_000007,negative_control,11.55856704711914,11.525217056274414,-0.03334999084472656,0,0
fact_000008,negative_control,12.855637550354004,12.81685733795166,-0.03878021240234375,0,0
fact_000009,negative_control,11.510181427001953,11.526751518249512,0.016570091247558594,0,0
fact_000010,negative_control,10.124930381774902,10.127016067504883,0.0020856857299804688,0,0
fact_000011,negative_control,10.98046875,10.98104476928711,0.000576019287109375,0,0
fact_000012,negative_control,11.706557273864746,11.695989608764648,-0.010567665100097656,0,0
fact_000013,negative_control,12.554715156555176,12.53443717956543,-0.020277976989746094,0,0
fact_000014,negative_control,12.346698760986328,12.348691940307617,0.0019931793212890625,0,0
fact_000015,negative_control,10.867433547973633,10.881561279296875,0.014127731323242188,0,0
fact_000016,negative_control,10.604354858398438,10.556110382080078,-0.048244476318359375,0,0
fact_000017,negative_control,11.323204040527344,11.328174591064453,0.004970550537109375,0,0
fact_000018,negative_control,12.021181106567383,12.00344467163086,-0.017736434936523438,0,0
fact_000019,negative_control,10.368717193603516,10.338403701782227,-0.030313491821289062,0,0
fact_000020,negative_control,11.869333267211914,11.866497039794922,-0.0028362274169921875,0,0
fact_000021,negative_control,11.211336135864258,11.23568344116211,0.024347305297851562,0,0
fact_000022,negative_control,12.825746536254883,12.841583251953125,0.015836715698242188,0,0
fact_000023,negative_control,15.480990409851074,15.459501266479492,-0.02148914337158203,0,0
fact_000024,negative_control,11.395018577575684,11.384561538696289,-0.010457038879394531,0,0
fact_000025,negative_control,11.511707305908203,11.502464294433594,-0.009243011474609375,0,0
fact_000026,negative_control,10.50951862335205,10.518685340881348,0.009166717529296875,0,0
fact_000027,negative_control,11.23816204071045,11.251432418823242,0.013270378112792969,0,0
fact_000028,negative_control,14.555397033691406,14.5620756149292,0.006678581237792969,0,0
fact_000029,negative_control,12.062993049621582,12.063447952270508,0.00045490264892578125,0,0
fact_000030,negative_control,11.975618362426758,11.991683959960938,0.016065597534179688,0,0
fact_000031,negative_control,11.738920211791992,11.737886428833008,-0.001033782958984375,0,0
fact_000032,negative_control,11.606003761291504,11.613286972045898,0.007283210754394531,0,0
fact_000033,negative_control,11.917067527770996,11.925206184387207,0.008138656616210938,0,0
fact_000034,negative_control,10.599542617797852,10.618486404418945,0.01894378662109375,0,0
fact_000035,negative_control,10.554973602294922,10.560775756835938,0.005802154541015625,0,0
fact_000036,negative_control,10.965601921081543,10.951874732971191,-0.013727188110351562,0,0
fact_000037,negative_control,10.830206871032715,10.849428176879883,0.01922130584716797,0,0
fact_000038,negative_control,13.033376693725586,12.769540786743164,-0.2638359069824219,0,0
