fact_id,fact_class,normal_nll,knockout_nll,delta_knockout_minus_normal,normal_em,knockout_em
fact_000000,negative_control,13.160909652709961,13.182665824890137,0.02175617218017578,0,0
fact_000001,negative_control,11.554910659790039,11.560335159301758,0.00542449951171875,0,0
fact_000002,negative_control,13.190143585205078,13.324726104736328,0.13458251953125,0,0
fact_000003,negative_control,13.359278678894043,13.290043830871582,-0.06923484802246094,0,0
fact_000004,negative_control,15.881599426269531,15.83989429473877,-0.04170513153076172,0,0
fact_000005,negative_control,13.804264068603516,13.799833297729492,-0.0044307708740234375,0,0
fact_000006,negative_control,14.107046127319336,14.067964553833008,-0.039081573486328125,0,0
fact_000007,negative_control,11.785585403442383,11.797407150268555,0.011821746826171875,0,0
fact_000008,negative_control,9.57284164428711,9.698012351989746,0.12517070770263672,0,0
fact_000009,negative_control,11.26817798614502,11.255191802978516,-0.012986183166503906,0,0
fact_000010,negative_control,11.996532440185547,12.069374084472656,0.07284164428710938,0,0
fact_000011,negative_control,10.028823852539062,10.078885078430176,0.05006122589111328,0,0
fact_000012,negative_control,12.68186092376709,12.636210441589355,-0.045650482177734375,0,0
fact_000013,negative_control,12.030181884765625,12.027408599853516,-0.002773284912109375,0,0
fact_000014,negative_control,13.889579772949219,13.827040672302246,-0.06253910064697266,0,0
fact_000015,negative_control,16.577219009399414,16.567367553710938,-0.009851455688476562,0,0
fact_000016,negative_control,12.958474159240723,12.992376327514648,0.03390216827392578,0,0
fact_000017,negative_control,12.757230758666992,12.789840698242188,0.03260993957519531,0,0
fact_000018,negative_control,20.502643585205078,20.560779571533203,0.058135986328125,0,0
fact_000019,negative_control,16.472698211669922,16.70580291748047,0.23310470581054688,0,0
fact_000020,negative_control,10.937284469604492,10.916841506958008,-0.020442962646484375,0,0
fact_000021,negative_control,11.489019393920898,11.443443298339844,-0.04557609558105469,0,0
fact_000022,negative_control,12.196908950805664,12.188020706176758,-0.00888824462890625,0,0
fact_000023,negative_control,15.870767593383789,15.81298828125,-0.05777931213378906,0,0
fact_000024,negative_control,12.464146614074707,12.409700393676758,-0.05444622039794922,0,0
fact_000025,negative_control,11.822611808776855,11.806950569152832,-0.015661239624023438,0,0
fact_000026,negative_control,14.097169876098633,14.086614608764648,-0.010555267333984375,0,0
fact_000027,negative_control,13.064783096313477,13.035400390625,-0.029382705688476562,0,0
fact_000028,negative_control,16.89515495300293,17.210472106933594,0.31531715393066406,0,0
fact_000029,negative_control,13.337291717529297,13.20290470123291,-0.13438701629638672,0,0
fact_000030,negative_control,9.758426666259766,9.794295310974121,0.03586864471435547,0,0
fact_000031,negative_control,16.093259811401367,16.09925079345703,0.0059909820556640625,0,0
fact_000032,negative_control,10.65282917022705,10.616307258605957,-0.03652191162109375,0,0
fact_000033,negative_control,12.14597225189209,12.148728370666504,0.0027561187744140625,0,0
fact_000034,negative_control,10.122821807861328,10.245481491088867,0.12265968322753906,0,0
fact_000035,negative_control,14.368355751037598,14.31630802154541,-0.0520477294921875,0,0
fact_000036,negative_control,12.131683349609375,12.168664932250977,0.03698158264160156,0,0
fact_000037,negative_control,11.602556228637695,11.611292839050293,0.008736610412597656,0,0
fact_000038,negative_control,17.201217651367188,16.992055892944336,-0.20916175842285156,0,0
fact_000039,negative_control,12.036805152893066,12.226627349853516,0.18982219696044922,0,0
fact_000040,negative_control,13.44221305847168,13.347028732299805,-0.095184326171875,0,0
fact_000041,negative_control,11.977212905883789,11.958425521850586,-0.018787384033203125,0,0
fact_000042,negative_control,10.458505630493164,10.481420516967773,0.022914886474609375,0,0
fact_000043,negative_control,11.411151885986328,11.57034969329834,0.15919780731201172,0,0
fact_000044,negative_control,11.31002140045166,11.311670303344727,0.0016489028930664062,0,0
fact_000045,negative_control,13.174850463867188,13.189010620117188,0.01416015625,0,0
fact_000046,negative_control,14.01384162902832,13.944169998168945,-0.069671630859375,0,0
fact_000047,negative_control,11.52585220336914,11.53754711151123,0.011694908142089844,0,0
fact_000048,negative_control,18.434659957885742,18.58966827392578,0.15500831604003906,0,0
fact_000049,negative_control,16.07948112487793,16.191835403442383,0.11235427856445312,0,0
fact_000050,negative_control,16.259376525878906,16.300548553466797,0.041172027587890625,0,0
fact_000051,negative_control,10.349678039550781,10.418514251708984,0.06883621215820312,0,0
fact_000052,negative_control,13.30582332611084,13.372488021850586,0.0666646957397461,0,0
fact_000053,negative_control,24.284156799316406,24.302143096923828,0.017986297607421875,0,0
fact_000054,negative_control,12.110970497131348,12.096640586853027,-0.014329910278320312,0,0
fact_000055,negative_control,17.044200897216797,17.07194709777832,0.027746200561523438,0,0
fact_000056,negative_control,18.78350257873535,19.073070526123047,0.2895679473876953,0,0
fact_000057,negative_control,13.61214828491211,13.598085403442383,-0.014062881469726562,0,0
fact_000058,negative_control,13.495790481567383,13.45859432220459,-0.03719615936279297,0,0
fact_000059,negative_control,13.64922046661377,13.600422859191895,-0.048797607421875,0,0
fact_000060,negative_control,9.321969985961914,9.387017250061035,0.0650472640991211,0,0
fact_000061,negative_control,8.874979019165039,8.845236778259277,-0.02974224090576172,0,0
fact_000062,negative_control,13.063101768493652,13.076606750488281,0.013504981994628906,0,0
fact_000063,negative_control,12.054821014404297,11.971342086791992,-0.08347892761230469,0,0
fact_000064,negative_control,22.519248962402344,22.55107879638672,0.031829833984375,0,0
fact_000065,negative_control,19.446849822998047,19.55429458618164,0.10744476318359375,0,0
fact_000066,negative_control,13.574178695678711,13.563521385192871,-0.010657310485839844,0,0
fact_000067,negative_control,16.242874145507812,16.442951202392578,0.20007705688476562,0,0
fact_000068,negative_control,12.787721633911133,12.894502639770508,0.106781005859375,0,0
fact_000069,negative_control,12.1913423538208,12.10770320892334,-0.08363914489746094,0,0
fact_000070,negative_control,10.569350242614746,10.587757110595703,0.01840686798095703,0,0
fact_000071,negative_control,16.90261459350586,16.815828323364258,-0.08678627014160156,0,0
fact_000072,negative_control,11.80644416809082,11.77139663696289,-0.03504753112792969,0,0
fact_000073,negative_control,10.35678482055664,10.229317665100098,-0.12746715545654297,0,0
fact_000074,negative_control,19.969520568847656,19.905845642089844,-0.0636749267578125,0,0
fact_000075,negative_control,13.131412506103516,13.147202491760254,0.01578998565673828,0,0
fact_000076,negative_control,16.875179290771484,16.87987518310547,0.004695892333984375,0,0
fact_000077,negative_control,10.954119682312012,10.94783878326416,-0.0062808990478515625,0,0
fact_000078,negative_control,21.43097686767578,21.70168685913086,0.2707099914550781,0,0
fact_000079,negative_control,12.528964042663574,12.64535903930664,0.1163949966430664,0,0
fact_000080,negative_control,17.105972290039062,17.06266212463379,-0.04331016540527344,0,0
fact_000081,negative_control,10.135095596313477,10.096431732177734,-0.03866386413574219,0,0
fact_000082,negative_control,11.74316120147705,11.68696403503418,-0.056197166442871094,0,0
fact_000083,negative_control,12.068204879760742,12.118936538696289,0.050731658935546875,0,0
fact_000084,negative_control,13.384496688842773,13.436716079711914,0.052219390869140625,0,0
fact_000085,negative_control,12.151806831359863,11.786694526672363,-0.3651123046875,0,0
fact_000086,negative_control,12.443523406982422,12.222646713256836,-0.22087669372558594,0,0
fact_000087,negative_control,13.961950302124023,14.08309555053711,0.12114524841308594,0,0
fact_000088,negative_control,11.891046524047852,11.884167671203613,-0.006878852844238281,0,0
fact_000089,negative_control,15.496331214904785,15.544363021850586,0.04803180694580078,0,0
fact_000090,negative_control,10.327325820922852,10.345253944396973,0.017928123474121094,0,0
fact_000091,negative_control,9.526779174804688,9.520570755004883,-0.0062084197998046875,0,0
fact_000092,negative_control,12.932124137878418,13.004388809204102,0.0722646713256836,0,0
fact_000093,negative_control,15.829081535339355,15.43736457824707,-0.39171695709228516,0,0
fact_000094,negative_control,15.736837387084961,16.295255661010742,0.5584182739257812,0,0
fact_000095,negative_control,13.303915023803711,13.252445220947266,-0.05146980285644531,0,0
fact_000096,negative_control,11.539681434631348,11.534354209899902,-0.0053272247314453125,0,0
fact_000097,negative_control,10.711969375610352,10.086359024047852,-0.6256103515625,0,0
fact_000098,negative_control,13.184704780578613,13.20220947265625,0.01750469207763672,0,0
fact_000099,negative_control,9.248817443847656,9.251265525817871,0.0024480819702148438,0,0
fact_000100,negative_control,11.809264183044434,11.809078216552734,-0.00018596649169921875,0,0
fact_000101,negative_control,17.623849868774414,17.59624481201172,-0.027605056762695312,0,0
fact_000102,negative_control,18.972610473632812,18.93734359741211,-0.035266876220703125,0,0
fact_000103,negative_control,17.045618057250977,17.184680938720703,0.13906288146972656,0,0
fact_000104,negative_control,16.94214630126953,17.038589477539062,0.09644317626953125,0,0
fact_000105,negative_control,14.966733932495117,14.96104621887207,-0.005687713623046875,0,0
fact_000106,negative_control,16.056676864624023,16.039525985717773,-0.01715087890625,0,0
fact_000107,negative_control,15.896061897277832,15.790966033935547,-0.10509586334228516,0,0
fact_000108,negative_control,15.732961654663086,15.955829620361328,0.2228679656982422,0,0
fact_000109,negative_control,12.677922248840332,12.685554504394531,0.007632255554199219,0,0
fact_000110,negative_control,8.335437774658203,8.502277374267578,0.166839599609375,0,0
fact_000111,negative_control,11.537959098815918,11.52935791015625,-0.008601188659667969,0,0
fact_000112,negative_control,12.99509048461914,13.036949157714844,0.041858673095703125,0,0
fact_000113,negative_control,14.457385063171387,14.356553077697754,-0.10083198547363281,0,0
fact_000114,negative_control,12.167022705078125,12.171892166137695,0.0048694610595703125,0,0
fact_000115,negative_control,12.072646141052246,12.130584716796875,0.057938575744628906,0,0
fact_000116,negative_control,12.138322830200195,12.082987785339355,-0.055335044860839844,0,0
fact_000117,negative_control,11.121257781982422,10.977971076965332,-0.14328670501708984,0,0
fact_000118,negative_control,9.62904167175293,9.604728698730469,-0.024312973022460938,0,0
fact_000119,negative_control,19.534141540527344,19.48537254333496,-0.04876899719238281,0,0
fact_000120,negative_control,10.459771156311035,10.472339630126953,0.012568473815917969,0,0
fact_000121,negative_control,14.601006507873535,14.542022705078125,-0.058983802795410156,0,0
fact_000122,negative_control,12.452286720275879,12.472169876098633,0.019883155822753906,0,0
fact_000123,negative_control,12.42058277130127,12.449613571166992,0.029030799865722656,0,0
fact_000124,negative_control,12.901493072509766,12.90985107421875,0.008358001708984375,0,0
fact_000125,negative_control,13.128450393676758,13.33311653137207,0.2046661376953125,0,0
fact_000126,negative_control,9.863834381103516,9.878271102905273,0.014436721801757812,0,0
fact_000127,negative_control,10.970015525817871,10.915583610534668,-0.054431915283203125,0,0
fact_000128,negative_control,10.48892593383789,10.467625617980957,-0.021300315856933594,0,0
fact_000129,negative_control,9.57694149017334,9.607138633728027,0.0301971435546875,0,0
fact_000130,negative_control,18.663982391357422,18.76203155517578,0.09804916381835938,0,0
fact_000131,negative_control,11.927431106567383,11.911517143249512,-0.015913963317871094,0,0
fact_000132,negative_control,16.301963806152344,16.30355453491211,0.001590728759765625,0,0
