idx,id,normal_nll,knockout_nll,delta_knockout_minus_normal,normal_tokens,knockout_tokens,normal_answer,knockout_answer
0,tc_2,7.312681674957275,7.31231689453125,-0.0003647804260253906,3,3,David Seville,David Seville
1,tc_33,8.445304870605469,8.410479545593262,-0.03482532501220703,3,3,Sunset Blvd.,Sunset Blvd.
2,tc_40,3.554084062576294,3.5904014110565186,0.03631734848022461,6,6,Sir Henry Campbell-Bannerman,Sir Henry Campbell-Bannerman
3,tc_49,4.428994178771973,4.44282341003418,0.013829231262207031,8,8,Exile (politics and government),Exile (politics and government)
4,tc_56,4.1874003410339355,4.189244747161865,0.0018444061279296875,6,6,Invasive (cancer),Invasive (cancer)
5,tc_69,4.3871588706970215,4.385116100311279,-0.0020427703857421875,6,6,Magda (James Bond),Magda (James Bond)
6,tc_79,3.3491225242614746,3.3577988147735596,0.008676290512084961,7,7,Utah (U.S. state),Utah (U.S. state)
7,tc_106,5.58207368850708,5.608079433441162,0.02600574493408203,3,3,Lauren Bacall,Lauren Bacall
8,tc_133,4.037896156311035,4.048502445220947,0.01060628890991211,6,6,Nikkei (disambiguation),Nikkei (disambiguation)
9,tc_137,5.312628269195557,5.290017127990723,-0.022611141204833984,6,6,Moonwalk (disambiguation),Moonwalk (disambiguation)
10,tc_149,2.5486342906951904,2.5517966747283936,0.003162384033203125,6,6,1930-1939,1930-1939
11,tc_165,2.809541940689087,2.8348605632781982,0.025318622589111328,7,7,"In 1912, in Stockholm","In 1912, in Stockholm"
12,tc_217,1.0277118682861328,1.0338199138641357,0.00610804557800293,5,5,Mount Kilimanjaro,Mount Kilimanjaro
13,tc_219,2.758033514022827,2.735966205596924,-0.02206730842590332,9,9,"(0, 255, 0)","(0, 255, 0)"
14,tc_241,3.303635835647583,3.3112807273864746,0.0076448917388916016,4,4,The Republic of Niger,The Republic of Niger
15,tc_245,2.8273890018463135,2.816314935684204,-0.011074066162109375,8,8,George W. Bush (disambiguation),George W. Bush (disambiguation)
16,tc_261,4.012262344360352,4.043361663818359,0.031099319458007812,8,8,My Fair Lady (2014 film),My Fair Lady (2014 film)
17,tc_267,4.058229446411133,4.080780029296875,0.022550582885742188,2,2,Hitler's,Hitler's
18,tc_276,8.747325897216797,8.75586223602295,0.008536338806152344,2,2,Richard Marx,Richard Marx
19,tc_280,2.968097686767578,2.963054656982422,-0.00504302978515625,9,9,John Ford (1895-1973),John Ford (1895-1973)
20,tc_282,5.064260959625244,5.073215007781982,0.008954048156738281,3,3,The Pink Floyd,The Pink Floyd
21,tc_288,5.209787368774414,5.156904220581055,-0.052883148193359375,2,2,61,61
