idx,id,normal_nll,knockout_nll,delta_knockout_minus_normal,normal_tokens,knockout_tokens,normal_answer,knockout_answer
0,4222362,7.881622791290283,7.914615631103516,0.03299283981323242,2,2,political leader,political leader
1,4725190,11.773789405822754,11.809225082397461,0.03543567657470703,2,2,journo,journo
2,4382392,8.23539924621582,8.226933479309082,-0.008465766906738281,2,2,political leader,political leader
3,4822110,9.381340980529785,9.318696975708008,-0.06264400482177734,2,2,political leader,political leader
4,4011112,8.849004745483398,9.019818305969238,0.17081356048583984,2,2,cartoonist,cartoonist
5,1730929,17.08656883239746,17.070600509643555,-0.01596832275390625,1,1,mathematician,mathematician
6,276787,10.181192398071289,9.970837593078613,-0.21035480499267578,2,2,band manager,music manager
7,1758574,9.592362403869629,9.208195686340332,-0.3841667175292969,2,2,political leader,political leader
8,6339290,7.765572547912598,7.741211414337158,-0.024361133575439453,2,2,political leader,political figure
9,6250781,8.883137702941895,8.804926872253418,-0.07821083068847656,2,2,actresses,actresses
10,1223902,11.067232131958008,10.884952545166016,-0.1822795867919922,2,2,journo,journo
11,4607081,9.807722091674805,9.599452018737793,-0.20827007293701172,2,2,actresses,actresses
12,596555,6.630957126617432,6.47692346572876,-0.15403366088867188,3,3,motion picture director,motion picture director
13,3994636,8.178773880004883,8.288790702819824,0.1100168228149414,2,2,political leader,political leader
14,394743,8.66047477722168,8.658647537231445,-0.001827239990234375,2,2,actresses,actresses
15,4650739,8.345624923706055,8.283129692077637,-0.06249523162841797,2,2,political leader,political leader
16,1085496,9.826404571533203,9.563844680786133,-0.2625598907470703,2,2,playwrite,playwrite
17,4711830,8.780086517333984,8.817523002624512,0.037436485290527344,2,2,political leader,political leader
18,783368,8.52088451385498,8.517845153808594,-0.0030393600463867188,2,2,political figure,political figure
19,2693461,8.380556106567383,8.356319427490234,-0.024236679077148438,2,2,actresses,actresses
20,4419938,7.61753511428833,7.488757133483887,-0.12877798080444336,2,2,political leader,political leader
21,3696050,8.491018295288086,8.341198921203613,-0.14981937408447266,2,2,political figure,political figure
22,4651204,8.276873588562012,8.034130096435547,-0.24274349212646484,2,2,actresses,actresses
23,2605479,9.501399040222168,9.343695640563965,-0.15770339965820312,2,2,actresses,actresses
24,839130,6.59434175491333,6.515226364135742,-0.07911539077758789,3,3,barrister,barrister
25,5383283,10.115596771240234,10.021770477294922,-0.0938262939453125,2,2,actresses,actresses
26,4087826,9.1049222946167,8.844595909118652,-0.2603263854980469,2,2,businesswoman,businesswoman
27,3635613,9.008719444274902,8.938529968261719,-0.0701894760131836,2,2,actresses,actresses
28,5982132,8.604987144470215,8.645065307617188,0.040078163146972656,2,2,test pilot,test pilot
29,3261572,5.530750274658203,5.448906421661377,-0.08184385299682617,3,3,barrister,barrister
